Batch,20220630 clumped Oman surfaces2 NTA JM MG,Collected on,2022/06/30 18:37:55,Analysis Instrument,PS019,Acquisition Software,,Stable 1.71.5,Reanalyzed  on,2022/06/30 19:36:52,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5

Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Ref Major,Sam Major,Sample,Sample,Sample,Sample,Sample,Ref,Ref,Ref,Ref,Ref,Raw,Raw,Raw,Raw,Raw,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,DELTA,DELTA,
Dir   ,Name   ,File   ,Name   ,  ,  ,Started   ,Collected   ,Weight   ,Location   ,Sam Beam   ,Yield   ,Status   ,Pressure   ,  ,Chops   ,  ,  ,Operations   ,Ref Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Sam Beam   ,Ref Beam   ,Factor  ,End   ,%  ,  ,  ,Pressure   ,Mass   ,Length    ,Offset   ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion   ,Depletion   ,Temperature   ,Signal(44),Signal(44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Ratio(45/44),Ratio(46/44),Ratio(47/44),Ratio(48/44),Ratio(49/44),Delta(45/44),Delta(46/44),Delta(47/44),Delta(48/44),Delta(49/44),wrt PDB,Err,,,wrt PDB,Err,,,47,48,49,

C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17468 ETH-1.txt,ETH-1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/06/30 18:37:55,418,1,1.2535e-07,2.998761E-10,CF,19.836,3.635e-02,1,3.8027e-02,15040, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0196e-08,1.0643e-07,4.9955e-08,5.0026e-08,4.9987e-08,4.9914e-08,0.96,2022/06/30 18:37:10,0.15,7309,8449,3.6354e-02,46.022,20,0.000,-2.5076e-13,-1.1945e-13,-1.2806e-13,-6.9754e-14,3.2222e-14,3.7739e-12,22.00,22.00,70.95,3.18338e-08,3.15772e-08,1.20291e-02,4.2537e-03,4.9717e-05,4.7495e-06,4.4307e-08,1.1972e-02,4.2064e-03,4.8965e-05,4.6451e-06,4.2429e-08,4.7452,11.2460,15.3478,22.4849,48.6933,1.7715,0.0008,0,60,5.2812,0.0013,0,60,-0.6532,-0.1305,20.7236,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17469 ETH-2.txt,ETH-2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/06/30 19:59:28,462,2,1.5213e-07,3.292902E-10,CF,23.621,3.476e-02,1,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9553e-08,1.0637e-07,6.1532e-08,6.1693e-08,6.1662e-08,6.1530e-08,0.96,2022/06/30 19:58:43,0.21,6336,8449,3.4756e-02,46.021,20,0.000,-2.5117e-13,-1.1946e-13,-1.2793e-13,-6.7953e-14,3.5405e-14,4.0466e-12,23.00,23.00,71.31,3.82483e-08,3.79627e-08,1.18881e-02,4.1843e-03,4.8322e-05,4.6004e-06,6.3782e-08,1.1973e-02,4.2066e-03,4.8966e-05,4.6502e-06,6.4115e-08,-7.1108,-5.3001,-13.1522,-10.7152,-5.2190,-10.2736,0.0008,0,60,-11.1589,0.0018,0,60,-0.6547,-0.1446,12.8920,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17470 ETH-3.txt,ETH-3,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/06/30 21:21:14,462,3,1.5332e-07,3.318525E-10,CF,24.048,3.555e-02,1,3.3983e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8731e-08,1.0669e-07,6.1887e-08,6.2127e-08,6.2074e-08,6.1967e-08,0.96,2022/06/30 21:20:29,0.17,6231,8449,3.5546e-02,46.024,20,0.000,-2.5129e-13,-1.1948e-13,-1.2809e-13,-6.7075e-14,3.5709e-14,4.1217e-12,23.00,23.00,71.31,3.80258e-08,3.82826e-08,1.20272e-02,4.2563e-03,4.9750e-05,4.7518e-06,4.8670e-08,1.1973e-02,4.2068e-03,4.8966e-05,4.6425e-06,4.7079e-08,4.4823,11.7662,15.9951,23.5389,33.5320,1.4738,0.0012,0,60,5.7995,0.0019,0,60,-0.2527,-0.1289,5.2290,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17471 ETH-4.txt,ETH-4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/06/30 22:42:43,455,4,1.5482e-07,3.402731E-10,CF,24.048,3.476e-02,1,3.5546e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7987e-08,1.0629e-07,6.2698e-08,6.3053e-08,6.3023e-08,6.2902e-08,0.96,2022/06/30 22:41:58,0.19,6103,8449,3.4756e-02,46.024,20,0.000,-2.5117e-13,-1.1950e-13,-1.2814e-13,-6.6889e-14,3.6246e-14,4.1118e-12,23.00,23.00,71.31,3.89857e-08,3.86541e-08,1.18866e-02,4.1836e-03,4.8318e-05,4.5917e-06,4.4609e-08,1.1974e-02,4.2068e-03,4.8966e-05,4.6428e-06,4.5674e-08,-7.2658,-5.4975,-13.2494,-11.0174,-28.4299,-10.4316,0.0024,0,60,-11.3551,0.0050,0,60,-0.3972,-0.0532,-10.1911,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17472 IAEA-C1.txt,IAEA-C1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 00:05:12,404,5,1.2094e-07,2.9935E-10,CF,18.860,3.476e-02,1,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7316e-08,1.0610e-07,4.8150e-08,4.8186e-08,4.8151e-08,4.8063e-08,0.96,2022/07/01 00:04:26,0.18,7144,8449,3.4756e-02,46.024,20,0.000,-2.5217e-13,-1.2010e-13,-1.2870e-13,-6.8867e-14,3.3528e-14,3.9509e-12,21.00,22.00,71.31,3.07681e-08,3.04706e-08,1.20345e-02,4.2534e-03,4.9748e-05,4.7563e-06,5.7776e-08,1.1973e-02,4.2066e-03,4.8978e-05,4.6533e-06,5.6961e-08,5.1359,11.1235,15.7186,22.1217,15.3738,2.1915,0.0009,0,60,5.1585,0.0016,0,60,-0.5696,-0.2435,-11.8804,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17473 BD4-30-35_1-A.txt,BD4-30-35_1-A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 01:27:03,463,6,1.5875e-07,3.428673E-10,CF,24.292,3.476e-02,1,3.3983e-02,14944, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6764e-08,1.0617e-07,6.4230e-08,6.4683e-08,6.4642e-08,6.4502e-08,0.96,2022/07/01 01:26:18,0.22,5866,8449,3.4756e-02,46.026,20,0.000,-2.5154e-13,-1.1960e-13,-1.2819e-13,-6.7320e-14,3.6478e-14,4.1181e-12,23.00,24.00,71.31,3.98933e-08,3.95739e-08,1.19586e-02,4.2199e-03,4.9030e-05,4.6679e-06,3.9134e-08,1.1974e-02,4.2068e-03,4.8966e-05,4.6401e-06,3.9387e-08,-1.2588,3.1181,1.3141,5.9801,-1.6524,-4.3375,0.0008,0,60,-2.7942,0.0012,0,60,-0.4528,-0.2642,-6.4185,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17474 BD4-30-35_1-B.txt,BD4-30-35_1-B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 02:48:55,479,7,1.5429e-07,3.221092E-10,CF,23.926,3.476e-02,1,3.3227e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6006e-08,1.0656e-07,6.2532e-08,6.2936e-08,6.2893e-08,6.2776e-08,0.96,2022/07/01 02:48:10,0.19,5902,8449,3.4756e-02,46.022,20,0.000,-2.5286e-13,-1.2000e-13,-1.2876e-13,-6.7797e-14,3.5065e-14,4.1923e-12,23.00,23.00,71.31,3.89072e-08,3.86127e-08,1.19572e-02,4.2227e-03,4.9064e-05,4.6796e-06,6.2427e-08,1.1973e-02,4.2068e-03,4.8970e-05,4.6447e-06,6.2289e-08,-1.3570,3.7880,1.9105,7.5166,1.0701,-4.4653,0.0009,0,60,-2.1273,0.0014,0,60,-0.4130,-0.0733,-4.9125,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17475 BD4-30-35_1-C.txt,BD4-30-35_1-C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 04:11:06,446,8,1.4628e-07,3.279921E-10,CF,22.735,3.476e-02,1,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5318e-08,1.0619e-07,5.8870e-08,5.9105e-08,5.9067e-08,5.8944e-08,0.96,2022/07/01 04:10:20,0.21,6059,8448,3.4756e-02,46.021,20,0.000,-2.5232e-13,-1.1989e-13,-1.2843e-13,-6.7595e-14,3.5870e-14,4.1610e-12,22.00,23.00,71.31,3.68405e-08,3.65311e-08,1.19484e-02,4.2336e-03,4.9138e-05,4.6974e-06,4.1461e-08,1.1973e-02,4.2067e-03,4.8959e-05,4.6386e-06,4.1483e-08,-2.0827,6.3884,3.6411,12.6780,-2.3425,-5.3275,0.0010,0,60,0.4621,0.0013,0,60,-0.4844,-0.1379,-12.5766,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17476 ETH-4.txt,ETH-4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 05:33:24,430,9,1.4288e-07,3.322822E-10,CF,22.186,3.555e-02,1,3.3983e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.4646e-08,1.0652e-07,5.7472e-08,5.7647e-08,5.7610e-08,5.7507e-08,0.96,2022/07/01 05:32:38,0.18,6082,8446,3.5546e-02,46.021,20,0.000,-2.5319e-13,-1.2008e-13,-1.2890e-13,-6.8523e-14,3.5924e-14,4.1190e-12,22.00,23.00,71.31,3.60386e-08,3.57447e-08,1.18863e-02,4.1835e-03,4.8321e-05,4.5956e-06,7.1738e-08,1.1973e-02,4.2067e-03,4.8973e-05,4.6470e-06,7.2846e-08,-7.2677,-5.5096,-13.3188,-11.0556,-15.4817,-10.4333,0.0008,0,60,-11.3671,0.0015,0,60,-0.4535,-0.0676,3.0265,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17477 ETH-3.txt,ETH-3,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 06:55:27,488,10,1.6586e-07,3.398818E-10,CF,25.391,3.476e-02,1,3.3983e-02,14880, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.3984e-08,1.0623e-07,6.7065e-08,6.7580e-08,6.7533e-08,6.7395e-08,0.96,2022/07/01 06:54:41,0.21,5430,8446,3.4756e-02,46.024,20,0.000,-2.5176e-13,-1.1979e-13,-1.2832e-13,-6.6640e-14,3.5745e-14,4.2102e-12,23.00,24.00,71.31,4.14627e-08,4.11441e-08,1.20273e-02,4.2568e-03,4.9743e-05,4.7520e-06,3.4585e-08,1.1974e-02,4.2070e-03,4.8960e-05,4.6412e-06,3.2554e-08,4.4629,11.8356,15.9854,23.8836,-18.8117,1.4507,0.0010,0,60,5.8686,0.0030,0,60,-0.3098,0.0707,-45.7966,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17478 KDW-131_8-A.txt,KDW-131_8-A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 08:25:17,550,11,1.4990e-07,2.725509E-10,CF,23.010,3.635e-02,1,3.3983e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1152e-08,1.0622e-07,6.0499e-08,6.0456e-08,6.0435e-08,6.0291e-08,0.96,2022/07/01 08:24:31,0.24,6590,8444,3.6354e-02,46.024,20,0.000,-2.5320e-13,-1.2021e-13,-1.2890e-13,-6.7860e-14,3.4618e-14,4.1547e-12,23.00,23.00,71.31,3.75488e-08,3.72704e-08,1.19851e-02,4.2368e-03,4.9349e-05,4.7140e-06,6.3335e-08,1.1974e-02,4.2069e-03,4.8973e-05,4.6480e-06,6.3162e-08,0.9610,7.1144,7.6883,14.2013,6.5498,-2.1132,0.0010,0,60,1.1780,0.0013,0,60,-0.3082,-0.0771,-8.4039,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17479 KDW-131_8-B.txt,KDW-131_8-B,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 09:47:17,545,12,1.6829e-07,3.08781E-10,CF,26.245,3.476e-02,1,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0382e-08,1.0620e-07,6.8222e-08,6.8811e-08,6.8765e-08,6.8625e-08,0.96,2022/07/01 09:46:32,0.20,6004,8449,3.4756e-02,46.026,20,0.000,-2.5212e-13,-1.1983e-13,-1.2841e-13,-6.6480e-14,3.6621e-14,4.2468e-12,23.00,24.00,71.31,4.21189e-08,4.18042e-08,1.20005e-02,4.2400e-03,4.9448e-05,4.7220e-06,6.7737e-08,1.1974e-02,4.2070e-03,4.8972e-05,4.6497e-06,6.6496e-08,2.2144,7.8406,9.7248,15.5524,18.5178,-0.8045,0.0016,0,60,1.8979,0.0049,0,60,-0.2882,-0.1874,0.6321,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17480 KDW-131_8-J-A.txt,KDW-131_8-J-A,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 11:09:56,545,13,9.5499e-09,1.752273E-11,CF,0.214,3.555e-02,0,3.4756e-02,14880, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; BalanceRefToSamValue; SampleReady; (BeamTooBig_RunningMisBalanced) ;,3.9605e-08,1.0595e-07,9.1685e-09,6.0456e-08,6.0435e-08,6.0291e-08,0.96,2022/07/01 11:08:59,-76.78,8398,8449,3.5546e-02,46.024,20,0.000,-2.5239e-13,-1.2006e-13,-1.2858e-13,-6.9507e-14,3.2043e-14,3.8722e-12,25.00,30.00,71.31,2.05802e-08,5.50131e-09,1.20032e-02,4.2464e-03,4.9544e-05,4.7260e-06,-1.3939e-08,1.1972e-02,4.2062e-03,4.8967e-05,4.6421e-06,3.1427e-08,2.5920,9.5693,11.7740,18.0499,-2903.9176,-0.4623,0.0038,0,60,3.6174,0.0068,0,60,-0.3355,-1.1581,-2863.6244,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17481 ETH-2.txt,ETH-2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 12:31:48,497,14,1.6407e-07,3.301293E-10,CF,25.116,3.555e-02,1,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9200e-08,1.0660e-07,6.6412e-08,6.6948e-08,6.6900e-08,6.6758e-08,0.96,2022/07/01 12:31:03,0.21,5990,8448,3.5546e-02,46.026,20,0.000,-2.5223e-13,-1.1994e-13,-1.2858e-13,-6.7978e-14,3.6764e-14,4.0001e-12,23.00,24.00,71.31,4.11026e-08,4.07974e-08,1.18888e-02,4.1846e-03,4.8331e-05,4.5988e-06,6.2367e-08,1.1974e-02,4.2069e-03,4.8977e-05,4.6488e-06,6.3244e-08,-7.1031,-5.3036,-13.1941,-10.7550,-14.7271,-10.2652,0.0009,0,60,-11.1624,0.0016,0,60,-0.7019,-0.1779,3.2094,
C:\Nu Stable\Results\2022\20220630 clumped Oman surfaces2 NTA JM MG,20220630 clumped Oman surfaces2 NTA JM MG,Data_17482 ETH-1.txt,ETH-1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2022/06/30 18:37:55,2022/07/01 14:36:42,432,15,1.3740e-07,3.180527E-10,CF,21.149,3.476e-02,1,3.4756e-02,14912, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8431e-08,1.0654e-07,5.5132e-08,5.4807e-08,5.4763e-08,5.4649e-08,0.96,2022/07/01 14:35:57,0.21,6713,8447,3.4756e-02,46.022,20,0.000,-2.5290e-13,-1.2032e-13,-1.2886e-13,-6.9677e-14,3.2043e-14,3.9169e-12,22.00,23.00,71.31,3.44768e-08,3.41808e-08,1.20300e-02,4.2540e-03,4.9729e-05,4.7602e-06,7.6710e-08,1.1973e-02,4.2068e-03,4.8979e-05,4.6570e-06,7.4853e-08,4.7416,11.2275,15.3084,22.1572,27.9260,1.7683,0.0010,0,60,5.2628,0.0015,0,60,-0.6704,-0.4145,0.5501,
