section_base,section_top,section_thickness,CompositeHeight,RefSec_CompositeHeight,Formation,Min,OrigMin,GrainSize,Dunham,Facies,LFA,More,Features,Notes,Section,Peritidal ,Storm,Silt,Msfall T-R cycrles,Medium T-R cycrles,Large T-R cycrles,BEDDING,LAMIE,FEATURES,LITHOLOGY,Quartz Sand,Anhydrite Laths,Pisoids,Irregular Lamie,Irregular Stroms,Fenestrae,DoMfal Stroms,Msfall Stroms/Tall Stroms,Ooids,Xbedded Grainstones,Conophyton Stroms,Medium Stroms,Large DoMfal Stroms,Edgewise Conglomerate,Crinkly laminites 
2.8,3.2,0.4,1240.83,1240.83,Buah,DL,DL,vf,bo,Bilstm,Int,,,,SB1,,,,r,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
3.2,3.8,0.6,1241.43,1241.43,Buah,DL,DL,cov,cov,cov,non,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
3.8,4.4,0.6,1242.03,1242.03,Buah,DL,DL,mi,m,Ml/W,Lgn,,,,SB1,,,,r,r,r,non,ml,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
4.4,5.3,0.9,1242.93,1242.93,Buah,DL,DL,cov,cov,cov,non,,,,SB1,,,,t,t,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
5.3,7,1.7,1244.63,1244.63,Buah,DL,DL,vf,g,Gmaa,non,,,,SB1,,,,r,t,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
7,8,1,1245.63,1245.63,Buah,DL,DL,vf,w,Tep,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
8,9.5,1.5,1247.13,1247.13,Buah,DL,DL,vf,bo,Bmstm,Int,,,,SB1,,,,t,r,r,non,dmstm,non,non,non,non,non,non,non,non,dmstm,non,non,non,non,non,non,non,
9.5,10.4,0.9,1248.03,1248.03,Buah,DL,DL,mi,m,Mfal,Int,,,,SB1,,,,r,r,r,non,non,vg,non,non,non,non,non,non,vg,non,non,non,non,non,non,non,non,
10.4,17.8,7.4,1255.43,1255.43,Buah,DL,DL,mi,m,Ml/W,Lgn,,,,SB1,,,,r,r,r,tb,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
17.8,20,2.2,1257.63,1257.63,Buah,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,r,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
20,20.6,0.6,1258.23,1258.23,Buah,DL,DL,cov,cov,cov,non,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
20.6,21.8,1.2,1259.43,1259.43,Buah,DL,DL,vf,w,Mfal,Int,,,,SB1,,,,t,r,r,tb,non,vg,non,non,non,non,non,non,vg,non,non,non,non,non,non,non,non,
21.8,22.5,0.7,1260.13,1260.13,Buah,DL,DL,vf,bo,Bilstm,Int,,,,SB1,,,,r,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
22.5,23,0.5,1260.63,1260.63,Buah,DL,DL,mi,m,Ml/W,Supr,,,,SB1,,,,t,r,r,non,ml,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
23,23.8,0.8,1261.43,1261.43,Buah,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,r,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
23.8,24,0.2,1261.63,1261.63,Buah,DL,DL,mi,m,Ml/W,Supr,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
24,24.5,0.5,1262.13,1262.13,Buah,DL,DL,cov,cov,cov,Supr,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
24.5,25.2,0.7,1262.83,1262.83,Buah,DL,DL,mi,bo,Bil,Supr,,,,SB1,,,,r,r,r,non,il,si,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
25.2,25.8,0.6,1263.43,1263.43,Buah,DL,DL,cov,cov,cov,cov,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
25.8,26.2,0.4,1263.83,1263.83,Buah,DL,DL,mi,m,Tep,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
26.2,27.7,1.5,1265.33,1265.33,Buah,DL,DL,vf,si,Ms,Supr,,,,SB1,,,,t,t,r,non,non,red siltstone,silt,silt,non,non,non,non,non,non,non,non,non,non,non,non,non,
27.7,28.2,0.5,1265.83,1265.83,Buah,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,r,t,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
28.2,29,0.8,1266.63,1266.63,Buah,DL,DL,mi,si,Ms,Supr,,,,SB1,,,,t,t,r,non,non,red siltstone,silt,silt,non,non,non,non,non,non,non,non,non,non,non,non,non,
29,29.2,0.2,1266.83,1266.83,Buah,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,r,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
29.2,31.3,2.1,1268.93,1268.93,Buah,DL,DL,vf,si,Ms,Supr,,,,SB1,,,,t,r,r,non,non,red siltstone,silt,silt,non,non,non,non,non,non,non,non,non,non,non,non,non,
31.3,31.4,0.1,1269.03,1269.03,Buah,DL,DL,f,g,Goo,Supr,,,,SB1,,,,r,r,r,non,non,oo,non,non,non,non,non,non,non,non,non,oo,non,non,non,non,non,
31.4,31.5,0.1,1269.13,1269.13,Buah,DL,DL,mi,bo,Bisstm,Supr,,,,SB1,,,,r,r,r,non,ecstm,ecstm,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
31.5,32.5,1,1270.13,1270.13,Buah,DL,DL,vf,si,Ms,Supr,,,,SB1,,,,t,r,r,non,non,red siltstone,silt,silt,non,non,non,non,non,non,non,non,non,non,non,non,non,
32.5,33,0.5,1270.63,1270.63,Buah,DL,DL,f,g,Goo,Supr,,,,SB1,,,,r,r,r,non,non,oo,non,non,non,non,non,non,non,non,non,oo,non,non,non,non,non,
33,34.2,1.2,1271.83,1271.83,Buah,DL,DL,vf,si,Ms,Supr,,,,SB1,,,,t,r,r,non,non,red siltstone,silt,silt,non,non,non,non,non,non,non,non,non,non,non,non,non,
34.2,35.3,1.1,1272.93,1272.93,Buah,DL,DL,f,ss,Ss,Supr,,,,SB1,,,,r,r,r,non,non,Sandstone,non,sandstone,non,non,non,non,non,non,non,non,non,non,non,non,non,
35.3,35.8,0.5,1273.43,1273.43,Buah,DL,DL,vf,w,Ml/W,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
35.8,36.6,0.8,1274.23,1274.23,Buah,DL,DL,f,g,Goo,Supr,,,,SB1,,,,r,r,r,non,non,oo,non,non,non,non,non,non,non,non,non,oo,non,non,non,non,non,
36.6,36.9,0.3,1274.53,1274.53,Buah,DL,DL,f,bo,Bmstm,Supr,,,,SB1,,,,r,r,r,non,dmstm,non,non,non,non,non,non,non,non,dmstm,non,non,non,non,non,non,non,
36.9,39,2.1,1276.63,1276.63,Buah,DL,DL,f,g,Goo,Supr,,,,SB1,,,,r,r,r,non,non,oo,non,non,non,non,non,non,non,non,non,oo,non,non,non,non,non,
39,39.4,0.4,1277.03,1277.03,Buah,DL,DL,vf,w,Ml/W,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
39.4,39.6,0.2,1277.23,1277.23,Buah,DL,DL,f,g,Goo,Supr,,,,SB1,,,,r,r,r,non,non,oo,non,non,non,non,non,non,non,non,non,oo,non,non,non,non,non,
39.6,40,0.4,1277.63,1277.63,Buah,DL,DL,vf,w,Ml/W,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
40,40.8,0.8,1278.43,1278.43,Buah,DL,DL,cov,cov,cov,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
40.8,41.4,0.6,1279.03,1279.03,Buah,DL,DL,mi,m,Ml/W,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
41.4,41.8,0.4,1279.43,1279.43,Buah,DL,DL,cov,cov,cov,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
41.8,43.6,1.8,1281.23,1281.23,Buah,DL,DL,mi,m,Tfa,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
43.6,45,1.4,1282.63,1282.63,Birba,DL,DL,mi,bo,Bmstm,Supr,,,,SB1,,,,t,t,t,non,dmstm,non,non,non,non,non,non,non,non,dmstm,non,non,non,non,non,non,non,
45,46.6,1.6,1284.23,1284.23,Birba,DL,DL,mi,bo,Bmstm,Supr,,,,SB1,,,,t,t,t,non,dmstm,non,non,non,non,non,non,non,non,dmstm,non,non,non,non,non,non,non,
46.6,48.4,1.8,1286.03,1286.03,Birba,DL,DL,f,p,Pis,Supr,,,,SB1,,,,r,t,t,non,non,pis,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
48.4,49.2,0.8,1286.83,1286.83,Birba,DL,DL,vf,bo,Bmstm,Supr,,,,SB1,,,,t,t,t,non,dmstm,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
49.2,49.4,0.2,1287.03,1287.03,Birba,DL,DL,f,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
49.4,51,1.6,1288.63,1288.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,tfted lam,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
51,51.8,0.8,1289.43,1289.43,Birba,DL,DL,f,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
51.8,52.4,0.6,1290.03,1290.03,Birba,DL,DL,f,bo,Bmstm,Supr,,,,SB1,,,,t,r,t,non,mstm,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
52.4,53,0.6,1290.63,1290.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
53,53.8,0.8,1291.43,1291.43,Birba,DL,DL,f,g,Gmaa,Supr,,,,SB1,,,,t,t,t,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
53.8,54.2,0.4,1291.83,1291.83,Birba,DL,DL,f,g,Gal,Supr,,,,SB1,,,,r,t,t,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
54.2,54.8,0.6,1292.43,1292.43,Birba,DL,DL,f,g,Gt,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
54.8,55,0.2,1292.63,1292.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,r,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
55,55.2,0.2,1292.83,1292.83,Birba,DL,DL,f,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
55.2,56.8,1.6,1294.43,1294.43,Birba,DL,DL,f,bo,Bil,Supr,,,,SB1,,,,t,r,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
56.8,58.6,1.8,1296.23,1296.23,Birba,DL,DL,f,bo,Bilstm,Supr,,,,SB1,,,,t,r,t,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
58.6,63,4.4,1300.63,1300.63,Birba,DL,DL,c,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
63,63.6,0.6,1301.23,1301.23,Birba,DL,DL,f,bo,Bilstm,Supr,,,,SB1,,,,t,t,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
63.6,64,0.4,1301.63,1301.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
64,64.4,0.4,1302.03,1302.03,Birba,DL,DL,f,bo,Bilstm,Supr,,,,SB1,,,,t,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
64.4,64.8,0.4,1302.43,1302.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
64.8,65,0.2,1302.63,1302.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
65,65.7,0.7,1303.33,1303.33,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
65.7,66,0.3,1303.63,1303.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
66,66.8,0.8,1304.43,1304.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
66.8,67.8,1,1305.43,1305.43,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
67.8,68.4,0.6,1306.03,1306.03,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,r,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
68.4,69,0.6,1306.63,1306.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
69,69.6,0.6,1307.23,1307.23,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
69.6,70,0.4,1307.63,1307.63,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,r,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
70,72,2,1309.63,1309.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
72,72.1,0.1,1309.73,1309.73,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
72.1,74,1.9,1311.63,1311.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
74,74.4,0.4,1312.03,1312.03,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
74.4,74.9,0.5,1312.53,1312.53,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
74.9,75,0.1,1312.63,1312.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
75,75.8,0.8,1313.43,1313.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
75.8,77,1.2,1314.63,1314.63,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,t,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
77,78,1,1315.63,1315.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,r,t,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
78,78.2,0.2,1315.83,1315.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
78.2,79,0.8,1316.63,1316.63,Birba,DL,DL,vf,bo,Bmstm,Supr,,,,SB1,,,,t,r,r,non,dmstm,non,non,non,non,non,non,non,non,dmstm,non,non,non,non,non,non,non,
79,79.4,0.4,1317.03,1317.03,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,r,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
79.4,79.8,0.4,1317.43,1317.43,Birba,DL,DL,vf,w,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
79.8,80,0.2,1317.63,1317.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
80,80.5,0.5,1318.13,1318.13,Birba,DL,DL,vf,bo,Bilstm,Supr,,,,SB1,,,,t,r,r,non,ilstm,non,non,non,non,non,non,ilstm,non,non,non,non,non,non,non,non,non,
80.5,81.2,0.7,1318.83,1318.83,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,r,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
81.2,82.6,1.4,1320.23,1320.23,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
82.6,83,0.4,1320.63,1320.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
83,86.8,3.8,1324.43,1324.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
86.8,87.2,0.4,1324.83,1324.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
87.2,90.2,3,1327.83,1327.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
90.2,91,0.8,1328.63,1328.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
91,91.8,0.8,1329.43,1329.43,Birba,DL,DL,cov,cov,cov,Supr,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
91.8,93,1.2,1330.63,1330.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
93,94.5,1.5,1332.13,1332.13,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
94.5,95,0.5,1332.63,1332.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
95,96,1,1333.63,1333.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
96,96.5,0.5,1334.13,1334.13,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
96.5,97,0.5,1334.63,1334.63,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
97,99.5,2.5,1337.13,1337.13,Birba,DL,DL,c,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
99.5,100,0.5,1337.63,1337.63,Birba,DL,DL,cov,cov,cov,Supr,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
100,107,7,1344.63,1344.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
107,107.8,0.8,1345.43,1345.43,Birba,DL,DL,cov,cov,cov,Supr,,,,SB1,,,,t,r,r,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,
107.8,108.2,0.4,1345.83,1345.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
108.2,108.8,0.6,1346.43,1346.43,Birba,DL,DL,c,r,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
108.8,110,1.2,1347.63,1347.63,Birba,DL,DL,m,p,Tep,Supr,,,,SB1,,,,r,r,r,non,non,Tep,non,non,Tep,non,non,non,non,non,non,non,non,non,non,non,non,
110,110.8,0.8,1348.43,1348.43,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
110.8,111.2,0.4,1348.83,1348.83,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
111.2,112.2,1,1349.83,1349.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,r,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
112.2,113,0.8,1350.63,1350.63,Birba,DL,DL,vf,bo,Bil,Supr,,,,SB1,,,,t,t,t,non,il,non,non,non,non,non,il,non,non,non,non,non,non,non,non,non,non,
113,114.2,1.2,1351.83,1351.83,Birba,DL,DL,m,p,Pis,Supr,,,,SB1,,,,r,r,t,non,non,non,non,non,non,pis,non,non,non,non,non,non,non,non,non,non,non,
