SamID,Bergmann_2025_Age,,Chen_2022_Age,Meter,d13C,d18O,87Sr_86Sr,d13Corg,TOC,d34SCAS,d34Spy,Type,Min,Section,Fm,Mb,CEX,Period,Series,Stage,ConZone,GrapZone,TriZone,SSFZone,ArcZone,OstZone,AmmZone,Country,State,Town,Lat,Long,Ca,Mg,Mg_Ca,Fe,Mn,Sr,Si,Mn_Sr,Source
S114005A-01,,,628.0010451,,5.865335114,-0.566501842,0.708295,,,,,,DL,medium-certainty,Doushantuo Member 2,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,1331,116,537,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S200503-01,,,631.0200368,,1.1894755,-10.96192723,0.70831,,,,,,CA,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,602,649,1114,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
Yd22,,,568.85831,,4.6,-6.4,0.708315,,,,,,CA,high-certainty,Doushantuo,,"marine environment, least altered, well age constrian, preleaching, weak acid",,,,,,,,,,,South China,,,,,,,,,,586,,,"Chen et al., 2022;Cui et al.,2015;Macdonald et al.,2013"
14ZL-1.3,,,504.302733,,,,0.708325,,,,,,P,medium-certainty,Doushantuo,,altered? and non carbonate,,,,,,,,,,,South China,,,,,,,,,,,,,"Chen et al., 2022;Cui et al.,2015;Macdonald et al.,2013"
Yd25,,,565.05421,,-2.7,-5.1,0.708355,,,,,,CA,medium-certainty,Doushantuo,,"marine environment, least altered, well age constrian, preleaching, weak acid",,,,,,,,,,,South China,,,,,,,,,,893,,,"Chen et al., 2022;Cui et al.,2015;Macdonald et al.,2013"
S101005-02,,,546.9581465,,4.559150575,-4.127335811,0.708371,,,,,,CA,medium-certainty,Dengying Shibantan,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,37,2,11034,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S101207-02,,,547.499416,,4.895601957,-4.111152539,0.70839,,,,,,CA,medium-certainty,Dengying Shibantan,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,25,1,3241,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S100801-01,,,546.4,,3.837856729,-4.56078561,0.708403,,,,,,CA,medium-certainty,Dengying Shibantan,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,50,5,1014,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S108805-02,,,580.4947979,,5.495034086,-2.917357837,0.708404,,,,,,DL,medium-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,418,67,104,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S100801-02,,,546.412055,,4.105272014,-5.157342124,0.708415,,,,,,CA,medium-certainty,Dengying Shibantan,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,59,3,3729,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S101608-01,,,548.3661705,,5.308502243,-3.285391532,0.708421,,,,,,CA,medium-certainty,Dengying Shibantan,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,18,2,672,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S110207-01,,,590.6644529,,-3.929903171,0.114512971,0.708434,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,1573,167,166,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S100502-01,,,545.722509,,4.311912444,-5.360649248,0.708456,,,,,,CA,medium-certainty,Dengying Shibantan,,altered,,,,,,,,,,,South China,,,,,,,,54,19,389,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S108902A-01,,,580.8497388,,5.830307575,-3.465317576,0.708465,,,,,,DL,medium-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,277,66,92,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S101301-01,,,547.7103785,,5.095429878,-2.671746824,0.708481,,,,,,CA,medium-certainty,Dengying Shibantan,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,88,6,3011,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S103306-01,,,551.523375,,1.210397629,-1.487152117,0.708495,,,,,,DL,medium-certainty,Dengying Hamajing,,altered,,,,,,,,,,,South China,,,,,,,,135,32,63,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S110121C-01,,,590.0263569,,-3.244873986,0.742143493,0.708505,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered?,,,,,,,,,,,South China,,,,,,,,1170,158,215,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S109901B-01,,,588.4590336,,-4.188211544,0.813124228,0.708509,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered?,,,,,,,,,,,South China,,,,,,,,938,124,233,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S101802-01,,,548.6000375,,5.133802722,-4.051156544,0.708518,,,,,,CA,medium-certainty,Dengying Shibantan,,"marine facies, well preserved, well age constrain, no preleaching",,,,,,,,,,,South China,,,,,,,,50,10,518,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S109704-01,,,587.0592105,,-1.962478778,0.613343296,0.708524,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,1386,152,156,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S102903-01,,,550.9748725,,2.82068565,-0.959286722,0.708545,,,,,,DL,medium-certainty,Dengying Hamajing,,altered,,,,,,,,,,,South China,,,,,,,,206,40,60,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S110123C-01,,,590.1021308,,-3.596327357,-0.09074882,0.708553,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered?,,,,,,,,,,,South China,,,,,,,,1170,156,266,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S110004-01,,,589.0891534,,-3.1739181,0.832685848,0.708561,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered?,,,,,,,,,,,South China,,,,,,,,929,133,218,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
Yd26,,,562.999996,,-6.8,-6.3,0.708565,,,,,,P,medium-certainty,Doushantuo,,altered? and non carbonate,,,,,,,,,,,South China,,,,,,,,,,1662,,,"Chen et al., 2022;Cui et al.,2015;Macdonald et al.,2013"
S103704-01,,,551.7656805,,1.640617557,-3.008825559,0.708566,,,,,,DL,medium-certainty,Dengying Hamajing,,altered,,,,,,,,,,,South China,,,,,,,,110,44,69,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S109806A-01,,,588.0123664,,-0.670521156,0.95674438,0.708608,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,1090,154,177,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S109619B-01,,,586.8039721,,-2.769170822,0.131244016,0.708667,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,784,155,168,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S108301-01,,,577.9822949,,4.61452975,-2.511783254,0.708673,,,,,,DL,medium-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,700,93,160,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S114608-01,,,635.2354585,,0.281510543,-11.9572045,0.708677,,,,,,CA,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,520,358,374,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S110008-01,,,589.1768916,,-3.443051557,-0.047262527,0.708705,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered?,,,,,,,,,,,South China,,,,,,,,1335,127,226,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S109613-01,,,586.5487337,,-1.3675919,1.119042724,0.708717,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,862,138,148,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S108602-04,,,579.5376539,,4.516913437,-2.153568976,0.708726,,,,,,DL,medium-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,560,86,110,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S108104B-02,,,577.1168772,,5.24218445,-1.359903571,0.70875,,,,,,DL,medium-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,794,106,146,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S107706-01,,,575.1906249,,4.828991143,-0.775982453,0.708771,,,,,,DL,medium-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,1485,176,53,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S110309-01,,,591.6535017,,-6.651172257,-2.52711704,0.708808,,,,,,DL,medium-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,824,66,271,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S108001-01,,,576.0121735,,4.726212512,-1.830281654,0.708837,,,,,,DL,medium-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,1004,108,105,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S102403-02,,,550.3841775,,1.704076729,-2.894407351,0.708847,,,,,,DL,medium-certainty,Dengying Hamajing,,altered,,,,,,,,,,,South China,,,,,,,,252,76,68,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S106015-01,,,567.2463297,,-8.9391902,-7.770396399,0.708862,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,517,38,163,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S109615-01,,,586.6524243,,-0.544731522,1.406156824,0.708877,,,,,,DL,low-certainty,Doushantuo Member 2,,altered,,,,,,,,,,,South China,,,,,,,,842,198,133,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S108102B1-01,,,576.5665194,,5.4473606,-2.057259548,0.708881,,,,,,DL,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,976,109,131,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S105809-01,,,565.5314467,,-8.901970287,-7.938989093,0.708906,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,733,26,192,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S105113-01,,,559.3578679,,-7.9304942,-8.589833813,0.708919,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,515,37,170,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S105914A-01,,,566.2293642,,-8.989763557,-7.374684879,0.708926,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,698,31,162,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S104805-01,,,557.2322106,,-7.675168025,-6.529053666,0.708993,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,426,39,154,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S105416-01,,,562.1694784,,-8.106288575,-7.854978323,0.709035,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,830,29,177,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S105303-01,,,561.0926914,,-7.56798605,-6.48834509,0.709054,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,1227,59,209,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S105801-01,,,564.6859695,,-8.074701617,-6.72119147,0.70906,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,1104,38,172,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201701-03,,,635.6103399,,,,0.709206,,,,,,CA,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,50,9773,122,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S106207-01,,,568.1635927,,-8.484407183,-7.85418788,0.709226,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,1307,53,139,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S104002-01,,,552.1104535,,-0.664141957,-0.542805454,0.709589,,,,,,DL,low-certainty,Dengying Hamajing,,altered,,,,,,,,,,,South China,,,,,,,,481,287,38,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S104504-02,568,,554.7835172,,-7.271984287,-6.782810573,0.709815,,,,,,CA,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,967,138,126,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201803-01,,,636.172662,,-2.569579786,-6.03196071,0.709862,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,1208,1577,60,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201601-02,,,635.2195061,,2.3465662,-8.382405894,0.70996,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,2228,2709,140,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201701-04,,,635.5943875,,-9.5735048,-7.541927364,0.710067,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,2123,6498,36,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S102403-01,,,550.399849,,2.5279375,-2.707781238,0.710266,,,,,,DL,low-certainty,Dengying Hamajing,,altered,,,,,,,,,,,South China,,,,,,,,800,86,65,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S104002-02,,,552.094782,,-0.836368486,-0.096919848,0.710302,,,,,,DL,low-certainty,Dengying Hamajing,,altered,,,,,,,,,,,South China,,,,,,,,149,275,41,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S106506-02,573,,569.9502615,,-6.647953989,-3.09945218,0.710636,,,,,,DL,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,2973,114,32,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201404-21,,,634.4099218,,2.187637778,-12.7140965,0.710851,,,,,,CA,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,1912,1045,76,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S106303A-01,,,568.3590096,,-7.784732086,-4.129622704,0.711022,,,,,,DL,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,4432,121,75,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S106407-01,,,569.172582,,-8.304633125,-6.735848958,0.711134,,,,,,DL,low-certainty,Doushantuo Member 3,,altered,,,,,,,,,,,South China,,,,,,,,3558,194,59,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201701-02,,,635.6302804,,-5.563245414,-10.76832904,0.711179,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,3717,6368,55,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201902-04,,,636.7748651,,-3.496407057,-14.88290331,0.711428,,,,,,,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,2245,3352,194,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201503-21,,,634.8007556,,3.135806133,-11.71161644,0.71306,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,1751,384,27,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
S201803-04,,,636.1048643,,-1.323951071,-3.85498755,0.713077,,,,,,DL,low-certainty,Doushantuo Member 1,,altered,,,,,,,,,,,South China,,,,,,,,1627,6056,311,,,"Chen et al., 2022;Sawaki et al.,2010b;Macdonald et al.,2013"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.12,,,550.9854,,2.36,-4.73,0.709019,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,429,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.54,568,,552.8043,,-6.27,-10.29,0.708999,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,1064,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.52,,,553.101,,-6.36,-10.16,0.708769,,,,,,CA,medium-certainty,Wonoka Fm.,,"marine, least altered, well age constraints, unknow method",,,,,,,,,,,Australia,,,,,,,,,,1420,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.44,,,554.7651,,-7.67,-12.57,0.708689,,,,,,CA,medium-certainty,Wonoka Fm.,,"marine, least altered, well age constraints, unknow method",,,,,,,,,,,Australia,,,,,,,,,,921,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.41,,,555.7971,,-7.45,-12.68,0.708889,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,717,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
5.36,570,,556.9,,-7.51,-13.12,0.709109,,,,,,CA,medium-certainty,Wonoka Fm.,,altered,,,,,,,,,,,Australia,,,,,,,,,,577,,,"Chen et al., 2022;Calver (2000);Bold et al., 2016"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZN14,550,,549,,2.9,-6.54,0.708432,,,,,,CA,medium-certainty,Dengying Fm,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,63,632,,,"Chen et al., 2022;Yang et al. (1999);"
ZN15,,,550,,2.56,-4.88,0.708491,,,,,,CA,medium-certainty,Dengying Fm,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,119,1191,,,"Chen et al., 2022;Yang et al. (1999);"
ZN12,,,550,,3.03,-4.09,0.708735,,,,,,CA,medium-certainty,Dengying Fm,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,106,1061,,,"Chen et al., 2022;Yang et al. (1999);"
ZN53,,,550,,2.54,-5.18,0.710009,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,97,108,,,"Chen et al., 2022;Yang et al. (1999);"
ZN67,,,550,,2.37,-5.14,0.710008,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,77,70,,,"Chen et al., 2022;Yang et al. (1999);"
ZN46,,,550,,3.24,-3.75,0.709911,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,55,110,,,"Chen et al., 2022;Yang et al. (1999);"
ZN59,,,550,,2.74,-2.62,0.70939,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,93,103,,,"Chen et al., 2022;Yang et al. (1999);"
ZN2,,,550,,1.52,-2.2,0.709179,,,,,,DL,low-certainty,Dengying Fm,,altered,,,,,,,,,,,China,,,,,,,,,47,93,,,"Chen et al., 2022;Yang et al. (1999);"
TD5d,,,570,,6.4,-11,0.707768,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,450,,,"Chen et al., 2022;Yang et al. (1999);"
TD6b,,,570,,4.1,-5.26,0.70801,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,401,,,"Chen et al., 2022;Yang et al. (1999);"
TD7c,,,570,,4.08,-3.81,0.707906,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,602,,,"Chen et al., 2022;Yang et al. (1999);"
TD7h,567,,570,,5.32,-2.71,0.707823,,,,,,CA,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,409,,,"Chen et al., 2022;Yang et al. (1999);"
TD9k,,,570,,-1.15,-7.63,0.708727,,,,,,DL,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,247,,,"Chen et al., 2022;Yang et al. (1999);"
TD10f,,,570,,-3.09,-5.73,0.708506,,,,,,DL,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,147,,,"Chen et al., 2022;Yang et al. (1999);"
TD4d,,,570,,1.64,-3.3,0.708704,,,,,,DL,low-certainty,Doushantou Fm.,,altered,,,,,,,,,,,China,,,,,,,,,,350,,,"Chen et al., 2022;Yang et al. (1999);"
TD8a,,,570,,-0.1,-2.19,0.709493,,,,,,DL,low-certainty,Doushantou Fm.,,altered,,,,,,,,,,,China,,,,,,,,,,239,,,"Chen et al., 2022;Yang et al. (1999);"
TD7u,569,,571,,0.43,-0.54,0.708051,,,,,,DL,medium-certainty,Doushantou Fm.,,"marine, least altered, well-age constraints,no preleach",,,,,,,,,,,China,,,,,,,,,,237,,,"Chen et al., 2022;Yang et al. (1999);"