Counter_Type,Counter_Height,Dome,Section,Meter,Sample,Formation,Group,Composite_Height,Use,Microanalysis_Type,Facies,WaterDepth,Min,d13C,d18O,d13Corg,CAP13C,d34SCAS,d34Spy,Dd34S,TOC,Pyrite,SO4,Ca44_40,Ca44_42,Ca44_43,d26Mg,d25Mg,Mn_ppm,Sr_ppm,Fe_ppm,Na_ppm,Mg_ppm,Al_ppm,P_ppm,S_ppm,K_ppm,Ca_ppm,Ti_ppm,Li_ppm,Be_ppm,B_ppm,Sc_ppm,V_ppm,Cr_ppm,Ba_ppm,Cd_ppm,Cu_ppm,Ni_ppm,Pb_ppm,Zn_ppm,Y_ppm,Zr_ppm,Mg_MgCa,Sr_Ca_mmol_mol,Mg_Ca_mmol_mol,Mn_Ca_mmol_mol,U_Ca_mmol_mol,Mn_Sr_mmol_mol,Mn_Sr_ppm,Al_Acetic_ppm,Ca_Acetic,Fe_Acetic_ppm,K_Acetic_ppm,Mg_Acetic_ppm,Mn_Acetic_ppm,Na_Acetic_ppm,S_Acetic_ppm,Sr_Acetic_ppm,N,mean_pct_carb,d13C_VPDB,d18O_VPDB_mineral,d18Ow_VSMOW,d18Ow_VSMOW_1SE_lower,d18Ow_VSMOW_1SE_upper,d18Ow_VSMOW_2SE_lower,d18Ow_VSMOW_2SE_upper,d18Ow_VSMOW_lower,d18Ow_VSMOW_upper,D47,SE,SE_2,SD,CL_95_pct,T_MIT,T_MIT_SE_lower,T_MIT_SE_upper,T_MIT_2SE_lower,T_MIT_2SE_upper,T_MIT_95CL_lower,T_MIT_95CL_upper,D48,D48_SE,D48_SD,D48_95_CL,Mineralogy,Type,Form_T,err_Form_T,Calibration,Author,ordering_ratio,Mg,alt_Sample,Counter,Location,Country_Min,Formation.1,T_Petersen,d47_VPDB,d18Ow_VSMOW_MK77,d18Ow_VSMOW_MK77_upper,d18Ow_VSMOW_MK77_lower,d18Ow_VSMOW_H14,d18Ow_VSMOW_H14_upper,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_H14_lower.1,d18Ow_VSMOW_V05,d18Ow_VSMOW_V05_upper,d18Ow_VSMOW_V05_lower,d18Ow_VSMOW_KON97,d18Ow_VSMOW_KON97_upper,d18Ow_VSMOW_KON97_lower,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21.1,d18Ow_VSMOW_A21_upper,d18Ow_VSMOW_A21_lower,Data_Reference,Published,AgeModel,T_calc_sw1_a21
1409,,GSB,MQT,3904,MQT_3904,Khufai,pre,244,0,,dolostone,,DL,,,-31.8105048,31.81,,,,,,,,,,,,180,,8100,1510,70200,5200,160,4790,2500,139000,,16.4,0.4,24,1.1,39,18.6,,,,,,,,,0.335564054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.4619509,
1410,,GSB,MQT,3900,MQT_3900,Khufai,pre,248,0,,dolostone,,DL,0.16,-3.7,-32.08933333,32.25,21.13626407,-5.812133995,26.94839806,0.41575,0.698115781,240,,,,,,218.844,336.144,12910,400,77540,4800,240,9386.75086,2200,165180,,25.063,0.509,,1.967,39.066,79.297,,,,,,,,,0.319462755,,,,,,0.65104241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.3994744,43.14893297
972,,GSB,MQT,3896,MQT_3896,Khufai,pre,252,0,,dolostone,,DL,,,-32.6317266,32.63,,,,,,,,,,,,188,,13100,1420,67000,6900,220,6790,2700,137000,,28.6,0.7,24,1.5,41,27.1,,,,,,,,,0.328431373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.3369978,
1411,,GSB,MQT,3890,MQT_3890,Khufai,pre,258,0,,dolostone,,DL,0.6,-5.63,-33.00166667,33.6,24.4403327,-1.529431999,25.9697647,0.57075,0.886052031,80,,,,,,301.328,388.635,16900,670,74260,8890,200,9375.71602,2850,205780,125.47221,51.787,0.824,,2.434,40.386,75.728,,,,,,,,,0.265176403,,,,,,0.775349621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.243283,53.39691368
70,,GSB,MQT,3886,MQT_3886,Khufai,pre,262,0,,dolostone,,DL,,,-32.5373757,32.54,,,,,,,,,,,,222,,14000,1290,53500,6700,240,6570,2000,151000,100,35.1,0.6,22,1.4,28,35.4,,,,,,,,,0.261613692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.1808065,
1412,,GSB,MQT,3882,MQT_3882,Khufai,pre,266,0,,dolostone,,DL,,,-31.9422798,31.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.11833,
973,,GSB,MQT,3880,MQT_3880,Khufai,pre,268,0,,dolostone,,DL,1.22,-6.62,-32.66104689,33.88,25.10480374,-1.515687185,26.62049092,0.5086,0.861249688,490,,,,,,297.117,473.443,13490,430,46970,7010,270,9360.85042,2250,214420,138.89656,39.35,0.555,,1.961,25.781,51.133,,,,,,,,,0.179693179,,,,,,0.627566571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.0870917,59.06417666
974,,GSB,MQT,3876,MQT_3876,Khufai,pre,272,0,,dolostone,,DL,1.92,-5.87,,,,,,,,,,,,,,289,,10300,1190,38000,5400,230,7070,1600,202000,,22,0.5,18,1.1,13,14.6,,,,,,,,,0.158333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,574.0246152,54.74362002
975,,GSB,MQT,3872,MQT_3872,Khufai,pre,276,0,,dolostone,,DL,1.75,-5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.9621386,55.02632821
1413,,GSB,MQT,3870,MQT_3870,Khufai,pre,278,0,,dolostone,,DL,1.36,-8.64,-31.721,33.08,26.72893285,-3.53867042,30.26760327,0.1986,0.627826875,250,,,,,,400.981,399.829,11650,440,50280,5650,260,8688.63163,2180,218910,,27.537,0.391,,1.86,11.518,42.254,,,,,,,,,0.18678257,,,,,,1.002881232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.9309004,71.626721
976,,GSB,MQT,3868,MQT_3868,Khufai,pre,280,0,,silty dolostone,,DL,1.91,-6.68,,,,,,,,,,,,,,335,,9800,1130,47600,4300,220,6790,1500,183000,,19,0.3,19,1,11,11.7,,,,,,,,,0.20641804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.8996621,59.41738909
1414,,GSB,MQT,3864,MQT_3864,Khufai,pre,284,0,,silty dolostone,,DL,2.08,-6.37,,,,,,,,,,,,,,351,,9400,1460,53700,4000,200,5830,1500,187000,,17.7,0.4,23,1.2,10,10.8,,,,,,,,,0.223099294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.8371856,57.6047054
977,,GSB,MQT,3860,MQT_3860,Khufai,pre,288,0,,silty dolostone,,DL,1.92,-6.39,-29.68671169,31.61,26.80621911,-1.753770027,28.55998913,0.22145,0.504470313,450,,,,,,269.648,253.453,7500,200,32670,2960,230,7847.30419,1230,114100,,10.741,0.279,,0.924,7.459,35.967,,,,,,,,,0.222593173,,,,,,1.063897448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.774709,57.72074243
1415,,GSB,MQT,3856,MQT_3856,Khufai,pre,292,0,,silty dolostone,,DL,2.19,-6.02,,,,,,,,,,,,,,286,,7400,1000,63400,3900,200,6690,1300,162000,,17.3,0.3,22,0.9,9,8.4,,,,,,,,,0.281277728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.7122325,55.59398824
978,,GSB,MQT,3852,MQT_3852,Khufai,pre,296,0,,silty dolostone,,DL,1.81,-3.71,,,,,,,,,,,,,,250,,8100,1290,71500,5200,190,9740,1500,128000,,23.9,0.3,23,1,11,11.1,,,,,,,,,0.35839599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.649756,43.19952123
1416,,GSB,MQT,3850,MQT_3850,Khufai,pre,298,0,,silty dolostone,,DL,1.95,-2.72,-30.012,31.96,28.01773749,-4.027273494,32.04501099,0.1599,0.470495781,540,,,,,,189.295,260.961,7130,230,46970,3290,220,13863.0841,910,83190,,15.771,0.222,,0.937,7.369,50.693,,,,,,,,,0.360863553,,,,,,0.725376589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.6185177,38.30836337
979,,GSB,MQT,3848,MQT_3848,Khufai,pre,300,0,,silty dolostone,,DL,1.47,-3.02,,,,,,,,,,,,,,231,,7500,1850,75500,5800,200,10770,1700,123000,,27,0.4,24,1,12,10.5,,,,,,,,,0.380352645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.5872794,39.76600346
1417,,GSB,MQT,3844,MQT_3844,Khufai,pre,304,0,,silty dolostone,,DL,2.27,-3.18,,,,,,,,,,,,,,156,,6000,1480,71000,4600,170,12480,1000,119000,,22.3,0.4,19,0.8,9,8.9,,,,,,,,,0.373684211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.5248029,40.55200974
980,,GSB,MQT,3840,MQT_3840,Khufai,pre,308,0,,silty dolostone,,DL,2.63,-3.66,-30.379,33.01,28.92662078,-6.194692025,35.12131281,0.11515,0.117647344,260,,,,,,134.327,228.027,5680,350,52830,3240,190,11247.3022,750,89020,,15.067,0.269,,0.906,10.206,82.803,,,,,,,,,0.372435671,,,,,,0.589083749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.4623263,42.9468274
1418,,GSB,MQT,3836,MQT_3836,Shuram,onset,312,0,,limestone/sdstone,,CA,1.83,-3.57,,,,,,,,,,,,,,163,,5900,1650,78600,4200,170,9220,1100,124000,,19.5,0.2,19,0.6,10,10.6,,,,,,,,,0.387956565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.3998498,31.32307877
981,,GSB,MQT,3832,MQT_3832,Shuram,onset,316,0,,limestone/sdstone,,CA,,,-25.5938874,25.59,,,,,,,,,,,,198,,7900,2280,75300,5500,180,9550,1400,117000,100,26.4,0.4,23,0.8,12,13.7,,,,,,,,,0.391575663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.3373733,
1419,,GSB,MQT,3830,MQT_3830,Shuram,onset,318,0,,limestone/sdstone,,CA,0.03,-4.94,-27.36933748,27.39,27.96070516,-10.69261259,38.65331775,0.1218,0.114933125,180,,,,,,134.887,228.712,5630,370,42310,2880,200,8086.21185,700,70590,,15.564,0.221,,0.694,5.996,52.682,,,,,,,,,0.374756422,,,,,,0.589767918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.306135,38.79022634
982,,GSB,MQT,3826,MQT_3826,Shuram,onset,322,0,,limestone/sdstone,,CA,-0.62,-4.54,-26.64994115,26.03,29.22315644,-9.064058393,38.28721483,,,5600,,,,,,268,,11200,1820,72800,6400,210,9490,1800,113000,200,25,0.6,28,1.1,15,21.3,,,,,,,,,0.39181916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.2436585,36.57137625
983,,GSB,MQT,3822,MQT_3822,Shuram,onset,326,0,,limestone/sdstone,,CA,,,-25.9553001,25.96,,,,,,,,,,,,272,,10600,2220,75800,6300,230,9880,1700,118000,200,27.9,0.5,30,1.3,15,18.5,,,,,,,,,0.391124871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.1811819,
1420,,GSB,MQT,3820,MQT_3820,Shuram,onset,328,0,,limestone/sdstone,,CA,-2.35,-5.55,-26.97731001,24.63,27.33557461,-8.854085935,36.18966055,,,370,,,,,,271.811,280.495,10130,760,66770,6450,270,9743.62345,1850,92350,250.08629,27.874,0.386,,2.219,19.254,40.732,,,,,,,,,0.419620412,,,,,,0.969040446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.1499437,42.23762654
69,,GSB,MQT,3818,MQT_3818,Shuram,onset,330,0,,limestone/sdstone,,CA,,,-26.4553197,26.46,,,,,,,,,,,,326,,11600,2860,70700,7000,220,7370,1800,106000,200,29,0.4,31,1.6,16,25.1,,,,,,,,,0.400113186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.1187054,
984,,GSB,MQT,3816,MQT_3816,Shuram,onset,332,0,,limestone/sdstone,,CA,-4.29,-5.94,-25.4339382,21.14,27.87614874,-9.515542008,37.39169075,,,3100,,,,,,398,,15300,1520,70500,7200,260,7310,1600,112000,200,28.2,0.5,30,1.6,18,29.4,,,,,,,,,0.38630137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.0874671,44.48305448
1421,,GSB,MQT,3812,MQT_3812,Shuram,onset,336,0,,limestone/sdstone,,CA,-3.14,-5,-27.23228105,24.09,28.11757758,-7.370954205,35.48853178,,,1700,,,,,,564,,16800,1200,64600,9200,360,4350,2200,98400,300,25.8,0.6,19,2.2,23,27.7,,,,,,,,,0.396319018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,573.0249906,39.12587649
985,,GSB,MQT,3810,MQT_3810,Shuram,onset,338,0,,limestone/sdstone,,CA,-3.54,-5.71,-28.34501164,24.8,27.01498296,-5.266339627,32.28132259,0.09565,0.045860938,1300,,,,,,539.778,130.763,16180,410,53590,8680,420,5423.53206,2630,79730,414.85474,22.349,0.626,,3.372,24.748,54.19,,,,,,,,,0.401965197,,,,,,4.1279108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.984127,43.15486964
1422,,GSB,MQT,3808,MQT_3808,Shuram,onset,340,0,,limestone/sdstone,,CA,,,-26.84202185,26.84,,,,,,,,,,,,698,,23500,920,61300,14300,420,3670,3700,95400,400,30.6,0.9,25,3.5,32,39.6,,,,,,,,,0.391193363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.9047619,
986,,GSB,MQT,3806,MQT_3806,Shuram,onset,342,0,,limestone/sdstone,,CA,-5.36,-5.74,-26.7539304,21.4,27.30718446,-3.651420022,30.95860448,0.0746,0.035565625,1900,,,,,,593.831,122.96,28480,650,51380,17520,460,3392.02984,4750,68920,499.06033,30.13,1.003,,5.269,41.606,50.343,,,,,,,,,0.427098919,,,,,,4.829464867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.8253968,43.3274635
1423,,GSB,MQT,3804,MQT_3804,Shuram,onset,344,0,,limestone/sdstone,,CA,-5.79,-5.51,,,,,,,,,,,,,,691.554,,29925,760,37190,17140,500,2723.52522,3755,64655,526.1065,33.4935,0.9415,,5.0145,42.8165,49.198,,,,,,,,,0.365162747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.7460317,42.00916934
987,,GSB,MQT,3802,MQT_3802,Shuram,onset,346,0,,limestone/sdstone,,CA,-6.44,-5.46,,,,,,,,,,,,,,535.289,,35510,650,30830,12350,540,2952.97161,3240,35900,554.29954,29.626,0.872,,5.263,41.607,52.157,,,,,,,,,0.462011089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.6666667,41.72407574
1424,,GSB,MQT,3800,MQT_3800,Shuram,peak,348,0,,limestone/sdstone,,CA,-8.09,-6.25,,,24.79064794,,,0.07035,0.033974531,,,,,,,705.168,114.898,32360,510,26130,15960,550,1437.2576,3170,24580,639.82468,33.873,0.934,,5.048,45.662,52.822,,,,,,,,,0.515282982,,,,,,6.137339205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.5873016,46.29145968
988,,GSB,MQT,3798,MQT_3798,Shuram,peak,350,0,,,,CA,,,,,,,,,,,,,,,,634.757,,37280,690,23520,19160,570,1622.66156,3900,26590,724.75701,31.078,1.021,,5.351,55.575,62.016,,,,,,,,,0.469367392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.5079365,
989,,GSB,MQT,3796,MQT_3796,Shuram,peak,352,0,,limestone/sdstone,,CA,-7.96,-6.25,,,,,,0.08445,0.039309375,,,,,,,680.997,121.796,28510,880,20360,20300,570,1676.82889,4760,33800,711.34048,31.344,1.086,,6.432,60.111,60.897,,,,,,,,,0.375923191,,,,,,5.591291996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.4285714,46.29145968
1425,,GSB,MQT,3794,MQT_3794,Shuram,peak,354,0,,,,CA,,,,,,,,,,,,,,,,638,,36100,1280,24400,20200,570,1960,5300,28500,800,32,1.1,35,5.6,50,59,,,,,,,,,0.461247637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.3492063,
990,,GSB,MQT,3790,MQT_3790,Shuram,peak,358,0,,limestone/sdstone,,CA,-8.89,-6.62,-25.3190616,16.43,25.08449026,,,0.06215,0.029482031,1300,,,,,,586.948,133.293,36430,560,26620,17070,620,2125.67003,4800,29350,753.83177,29.577,1.054,,6.558,56.083,57.148,,,,,,,,,0.475611935,,,,,,4.403442041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.1904762,48.47777209
1426,,GSB,MQT,3786,MQT_3786,Shuram,peak,362,0,,,,CA,,,,,,,,,,,,,,,,621,,34200,1610,22500,19100,570,2210,5200,28900,700,28.8,1,31,5.6,50,56.2,,,,,,,,,0.437743191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,572.031746,
1427,,GSB,MQT,3780,MQT_3780,Shuram,peak,368,0,,silty limestone,,CA,-7.8,-7.8,,,23.56030979,,,0.0819,0.042210781,,,,,,,455.506,916.943,19250,790,35680,9360,430,15335.03278,3760,135060,403.46418,30.043,0.752,,4.227,31.901,29.807,,,,,,,,,0.208972707,,,,,,0.496765884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,571.7936508,55.66043947
1428,,GSB,MQT,3770,MQT_3770,Shuram,peak,378,0,,calcareous shale,,CA,-9.8,-7.99,,,23.74288715,-7.813270608,31.55615776,0.0701,0.035378438,,,,,,,345.97,112.03,17410,380,11420,8840,620,3321.60457,2490,28360,801.19399,14.159,0.545,,2.955,23.603,27.585,,,,,,,,,0.287078934,,,,,,3.088190663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,571.3968254,56.84788767
991,,GSB,MQT,3762,MQT_3762,Shuram,peak,386,0,,calcareous shale,,CA,-9.11,-7.45,-26.164564,17.06,23.85814544,,,0.123,0.008423437,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,571.0793651,53.49584314
992,,GSB,MQT,3760,MQT_3760,Shuram,peak,388,0,,calcareous shale,,CA,-10.52,-8.53,,,23.91996139,,,0.07835,0.034816875,,,,,,,784.368,185.093,30010,920,20630,16460,580,2262.22043,4750,52850,728.54784,28.83,1.039,,6.558,48.581,48.572,,,,,,,,,0.280756668,,,,,,4.237696725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,571,60.27132534
68,,GSB,MQT,3756,MQT_3756,Shuram,peak,392,0,,calcareous shale,,CA,-10.54,-8.48,-23.9881688,13.45,24.36195375,,,0.1062,0.004679688,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9921415,59.9512803
1429,,GSB,MQT,3752,MQT_3752,Shuram,peak,396,0,,calcareous shale,,CA,-10.72,-8.45,-26.298972,15.58,24.97354174,,,0.13935,0.0104825,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9842829,59.75955575
993,,GSB,MQT,3750,MQT_3750,Shuram,peak,398,0,,calcareous shale,,CA,-12.05,-9.19,-24.9630072,12.92,25.09225348,,,0.0604,0.030605156,400,,,,,,705.112,114.854,33580,640,18440,17180,600,1548.99159,5430,42220,804.52268,29.209,0.819,,6.944,46.898,51.45,,,,,,,,,0.303989449,,,,,,6.139202814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9803536,64.5558521
1430,,GSB,MQT,3746,MQT_3746,Shuram,peak,402,0,,calcareous shale,,CA,-11.82,-9.18,-25.7339512,13.91,24.8736341,,,0.0967,0.011324844,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9724951,64.49009207
1431,,GSB,MQT,3742,MQT_3742,Shuram,peak,406,0,,calcareous shale,,CA,-11.93,-9.37,-24.4081304,12.48,23.89674063,,,0.12085,0.036501563,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9646365,65.74404252
67,,GSB,MQT,3740,MQT_3740,Shuram,peak,408,0,,calcareous shale,,CA,-11.7,-9.24,,,24.62957918,,,0.06925,0.036969531,,,,,,,570.266,169.018,28380,680,16990,17340,590,4066.59572,4760,54430,804.51371,25.538,0.939,,6.26,48.788,49.717,,,,,,,,,0.237888547,,,,,,3.373995669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9607073,64.88504681
994,,GSB,MQT,3736,MQT_3736,Shuram,peak,412,0,,calcareous shale,,CA,-10.96,-8.98,-25.0477096,14.09,24.32831205,,,0.08625,0.014319844,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9528487,63.18038712
1432,,GSB,MQT,3732,MQT_3732,Shuram,peak,416,0,,calcareous shale,,CA,-10.79,-8.68,-23.8126776,13.02,24.73903246,,,0.1229,0.016004531,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes,570.9449902,61.23525864
